Description,Transaction Date,Transaction Time,Tax Type,Transaction Type,Refund Type,Product Title,Product id,Product Type,Sku Id,Hardware,Buyer Country,Buyer State,Buyer Postal Code,Buyer Currency,Amount (Buyer Currency),Currency Conversion Rate,Merchant Currency,Amount (Merchant Currency),Base Plan ID,Offer ID,Group ID,First USD 1M Eligible,Service Fee %,Fee Description,Promotion ID
GPA.3351-9751-5557-45211,"Jul 1, 2022",1:42:37 AM PDT,,Charge,,Clock Face 13 (The Clock: Alarm Clock & Timer),hdesign.theclock,1,product_clock_face_13,p3s,NL,,2552ZD,EUR,1.64,17.486000,TRY,28.68,,,4992301508099091170,Yes,,,
GPA.3351-9751-5557-45211,"Jul 1, 2022",1:42:37 AM PDT,,Google fee,,Clock Face 13 (The Clock: Alarm Clock & Timer),hdesign.theclock,1,product_clock_face_13,p3s,NL,,2552ZD,EUR,-0.25,17.486000,TRY,-4.37,,,4992301508099091170,Yes,15,,
GPA.3330-7901-8649-56434,"Jul 1, 2022",2:21:46 AM PDT,,Charge,,Premium Gold Monthly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_monthly_new_trial,g0q,US,NC,28206,USD,2.99,16.721000,TRY,50.00,p1m,,4992301508099091170,Yes,,,
GPA.3330-7901-8649-56434,"Jul 1, 2022",2:21:46 AM PDT,,Google fee,,Premium Gold Monthly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_monthly_new_trial,g0q,US,NC,28206,USD,-0.45,16.721000,TRY,-7.52,p1m,,4992301508099091170,Yes,15,SUBSCRIPTIONS,
GPA.3389-1880-5901-78149..16,"Jul 1, 2022",2:41:02 AM PDT,,Charge,,Premium Silver Monthly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_silver_monthly,,US,CA,94928,USD,1.99,16.721000,TRY,33.27,,,4992301508099091170,Yes,,,
GPA.3389-1880-5901-78149..16,"Jul 1, 2022",2:41:02 AM PDT,,Google fee,,Premium Silver Monthly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_silver_monthly,,US,CA,94928,USD,-0.30,16.721000,TRY,-5.02,,,4992301508099091170,Yes,15,SUBSCRIPTIONS,
GPA.3385-8907-6683-00508..1,"Jul 1, 2022",2:46:20 AM PDT,,Charge,,Premium Gold Yearly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_yearly_new_trial,,ZA,,9660,ZAR,86.95,1.019500,TRY,88.64,,,4992301508099091170,Yes,,,
GPA.3385-8907-6683-00508..1,"Jul 1, 2022",2:46:20 AM PDT,,Google fee,,Premium Gold Yearly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_yearly_new_trial,,ZA,,9660,ZAR,-13.04,1.019500,TRY,-13.29,,,4992301508099091170,Yes,15,SUBSCRIPTIONS,
GPA.3319-3898-9506-99850..9,"Jul 1, 2022",4:01:42 AM PDT,,Charge,,Premium Gold Monthly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_monthly_new_trial,,US,TN,38468,USD,2.99,16.749000,TRY,50.08,,,4992301508099091170,Yes,,,
GPA.3319-3898-9506-99850..9,"Jul 1, 2022",4:01:42 AM PDT,,Google fee,,Premium Gold Monthly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_monthly_new_trial,,US,TN,38468,USD,-0.45,16.749000,TRY,-7.54,,,4992301508099091170,Yes,15,SUBSCRIPTIONS,
GPA.3344-7067-5985-54581..5,"Jul 1, 2022",4:15:51 AM PDT,,Charge,,Premium Gold Monthly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_monthly_new,,FR,,75020,EUR,2.49,17.514000,TRY,43.61,,,4992301508099091170,Yes,,,
GPA.3344-7067-5985-54581..5,"Jul 1, 2022",4:15:51 AM PDT,,Google fee,,Premium Gold Monthly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_monthly_new,,FR,,75020,EUR,-0.37,17.514000,TRY,-6.48,,,4992301508099091170,Yes,15,SUBSCRIPTIONS,
GPA.3382-4802-4343-27869..3,"Jul 1, 2022",4:47:47 AM PDT,,Charge,,Premium Gold Monthly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_monthly_new_trial,,US,NC,28618,USD,2.99,16.749000,TRY,50.08,p1m,freetrial,4992301508099091170,Yes,,,
GPA.3382-4802-4343-27869..3,"Jul 1, 2022",4:47:47 AM PDT,,Google fee,,Premium Gold Monthly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_monthly_new_trial,,US,NC,28618,USD,-0.45,16.749000,TRY,-7.54,p1m,freetrial,4992301508099091170,Yes,15,SUBSCRIPTIONS,
GPA.3368-4507-4848-59426..1,"Jul 1, 2022",5:25:18 AM PDT,,Charge,,Premium Gold Monthly - Spring Sale (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_spring_monthly_trial,,BE,,1030,EUR,1.64,17.508000,TRY,28.71,p1m,freetrial,4992301508099091170,Yes,,,
GPA.3368-4507-4848-59426..1,"Jul 1, 2022",5:25:18 AM PDT,,Google fee,,Premium Gold Monthly - Spring Sale (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_spring_monthly_trial,,BE,,1030,EUR,-0.25,17.508000,TRY,-4.37,p1m,freetrial,4992301508099091170,Yes,15,SUBSCRIPTIONS,
GPA.3350-0558-2918-58906,"Jul 1, 2022",5:36:04 AM PDT,,Charge,,Premium Gold Lifetime (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_lifetime_new,star2qltesq,US,MI,48815,USD,22.99,16.751000,TRY,385.11,,,4992301508099091170,Yes,,,
GPA.3350-0558-2918-58906,"Jul 1, 2022",5:36:04 AM PDT,,Google fee,,Premium Gold Lifetime (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_lifetime_new,star2qltesq,US,MI,48815,USD,-3.45,16.751000,TRY,-57.79,,,4992301508099091170,Yes,15,,
GPA.3331-7419-7896-93622..16,"Jul 1, 2022",5:49:18 AM PDT,,Charge,,Premium Silver Monthly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_silver_monthly,,US,NC,28412,USD,1.99,16.751000,TRY,33.33,,,4992301508099091170,Yes,,,
GPA.3331-7419-7896-93622..16,"Jul 1, 2022",5:49:18 AM PDT,,Google fee,,Premium Silver Monthly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_silver_monthly,,US,NC,28412,USD,-0.30,16.751000,TRY,-5.03,,,4992301508099091170,Yes,15,SUBSCRIPTIONS,
GPA.3326-0088-2438-23041..16,"Jul 1, 2022",5:52:34 AM PDT,,Charge,,Premium Silver Monthly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_silver_monthly,,US,UT,84003,USD,1.99,16.751000,TRY,33.33,,,4992301508099091170,Yes,,,
GPA.3326-0088-2438-23041..16,"Jul 1, 2022",5:52:34 AM PDT,,Google fee,,Premium Silver Monthly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_silver_monthly,,US,UT,84003,USD,-0.30,16.751000,TRY,-5.03,,,4992301508099091170,Yes,15,SUBSCRIPTIONS,
GPA.3309-0133-4523-72347,"Jul 1, 2022",6:07:14 AM PDT,,Charge,,Premium Gold Lifetime (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_lifetime_new,beyond0,NL,,3351 JH,EUR,19.00,17.477000,TRY,332.06,,,4992301508099091170,Yes,,,Points used only
GPA.3309-0133-4523-72347,"Jul 1, 2022",6:07:14 AM PDT,,Google fee,,Premium Gold Lifetime (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_lifetime_new,beyond0,NL,,3351 JH,EUR,-2.85,17.477000,TRY,-49.80,,,4992301508099091170,Yes,15,,Points used only
GPA.3396-7173-0001-96643..16,"Jul 1, 2022",7:57:09 AM PDT,,Charge,,Premium Silver maandelijks abonnement (De Klok: Mooie Wekker en Timer),hdesign.theclock,1,premium_silver_monthly,,NL,,7156 NG,EUR,1.64,17.443000,TRY,28.61,,,4992301508099091170,Yes,,,
GPA.3396-7173-0001-96643..16,"Jul 1, 2022",7:57:09 AM PDT,,Google fee,,Premium Silver maandelijks abonnement (De Klok: Mooie Wekker en Timer),hdesign.theclock,1,premium_silver_monthly,,NL,,7156 NG,EUR,-0.25,17.443000,TRY,-4.36,,,4992301508099091170,Yes,15,SUBSCRIPTIONS,
GPA.3355-4778-0853-86171..16,"Jul 1, 2022",8:09:04 AM PDT,,Charge,,프리미엄 실버 월간 구독 (내 시계 : 아름다운 알람 시계 및 타이머),hdesign.theclock,1,premium_silver_monthly,,NZ,,0627,NZD,2.77,10.353000,TRY,28.68,,,4992301508099091170,Yes,,,
GPA.3355-4778-0853-86171..16,"Jul 1, 2022",8:09:04 AM PDT,,Google fee,,프리미엄 실버 월간 구독 (내 시계 : 아름다운 알람 시계 및 타이머),hdesign.theclock,1,premium_silver_monthly,,NZ,,0627,NZD,-0.42,10.353000,TRY,-4.35,,,4992301508099091170,Yes,15,SUBSCRIPTIONS,
GPA.3384-2242-1181-24915..16,"Jul 1, 2022",8:41:53 AM PDT,,Charge,,Premium Silver Monatsabonnement (Die Uhr: Toller Wecker & Timer),hdesign.theclock,1,premium_silver_monthly,,CH,,6313,CHF,1.80,17.427000,TRY,31.37,,,4992301508099091170,Yes,,,
GPA.3384-2242-1181-24915..16,"Jul 1, 2022",8:41:53 AM PDT,,Google fee,,Premium Silver Monatsabonnement (Die Uhr: Toller Wecker & Timer),hdesign.theclock,1,premium_silver_monthly,,CH,,6313,CHF,-0.27,17.427000,TRY,-4.71,,,4992301508099091170,Yes,15,SUBSCRIPTIONS,
GPA.3386-2566-4352-63666..8,"Jul 1, 2022",10:36:59 AM PDT,,Charge,,Premium Gold Monthly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_monthly_new_trial,,TW,,24747,TWD,83,0.562020,TRY,46.65,,,4992301508099091170,Yes,,,
GPA.3386-2566-4352-63666..8,"Jul 1, 2022",10:36:59 AM PDT,,Google fee,,Premium Gold Monthly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_monthly_new_trial,,TW,,24747,TWD,-12,0.562020,TRY,-6.74,,,4992301508099091170,Yes,15,SUBSCRIPTIONS,
GPA.3379-6160-6700-99655..0,"Jul 1, 2022",11:34:47 AM PDT,,Charge,,Premium Gold Monthly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_monthly_new_trial,,HR,,,HRK,7.20,2.313400,TRY,16.66,p1m,freetrial,4992301508099091170,Yes,,,
GPA.3379-6160-6700-99655..0,"Jul 1, 2022",11:34:47 AM PDT,,Google fee,,Premium Gold Monthly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_monthly_new_trial,,HR,,,HRK,-1.08,2.313400,TRY,-2.50,p1m,freetrial,4992301508099091170,Yes,15,SUBSCRIPTIONS,
GPA.3375-7725-2773-88247,"Jul 1, 2022",1:37:15 PM PDT,,Charge,,Premium Gold Lifetime (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_lifetime_new,beyond2q,US,CA,95503,USD,22.99,16.762000,TRY,385.37,,,4992301508099091170,Yes,,,
GPA.3375-7725-2773-88247,"Jul 1, 2022",1:37:15 PM PDT,,Google fee,,Premium Gold Lifetime (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_lifetime_new,beyond2q,US,CA,95503,USD,-3.45,16.762000,TRY,-57.83,,,4992301508099091170,Yes,15,,
GPA.3300-9726-8585-86756..12,"Jul 1, 2022",1:57:52 PM PDT,,Charge,,Premium Gold Monthly - Spring Sale (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_spring_monthly,,JP,,8140002,JPY,220,0.123900,TRY,27.26,,,4992301508099091170,Yes,,,
GPA.3300-9726-8585-86756..12,"Jul 1, 2022",1:57:52 PM PDT,,Google fee,,Premium Gold Monthly - Spring Sale (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_spring_monthly,,JP,,8140002,JPY,-33,0.123900,TRY,-4.09,,,4992301508099091170,Yes,15,SUBSCRIPTIONS,
GPA.3337-1010-8918-90580..7,"Jul 1, 2022",2:05:29 PM PDT,,Charge,,Premium Gold Monthly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_monthly_new_trial,,JP,,2520234,JPY,320,0.123960,TRY,39.67,,,4992301508099091170,Yes,,,
GPA.3337-1010-8918-90580..7,"Jul 1, 2022",2:05:29 PM PDT,,Google fee,,Premium Gold Monthly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_monthly_new_trial,,JP,,2520234,JPY,-48,0.123960,TRY,-5.95,,,4992301508099091170,Yes,15,SUBSCRIPTIONS,
GPA.3386-9270-2432-18077..2,"Jul 1, 2022",2:16:35 PM PDT,,Charge,,Premium Gold Monthly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_monthly_new_trial,,VN,,,VND,68000,0.000720,TRY,48.97,p1m,freetrial,4992301508099091170,Yes,,,
GPA.3386-9270-2432-18077..2,"Jul 1, 2022",2:16:35 PM PDT,,Google fee,,Premium Gold Monthly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_monthly_new_trial,,VN,,,VND,-10200,0.000720,TRY,-7.35,p1m,freetrial,4992301508099091170,Yes,15,SUBSCRIPTIONS,
GPA.3316-0133-9786-62248,"Jul 1, 2022",2:17:01 PM PDT,,Charge,,Premium Silver Lifetime (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_silver_lifetime_new,x1s,DK,,6700,DKK,92.00,2.349400,TRY,216.14,,,4992301508099091170,Yes,,,
GPA.3316-0133-9786-62248,"Jul 1, 2022",2:17:01 PM PDT,,Google fee,,Premium Silver Lifetime (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_silver_lifetime_new,x1s,DK,,6700,DKK,-13.80,2.349400,TRY,-32.42,,,4992301508099091170,Yes,15,,
GPA.3322-2353-0933-46748..10,"Jul 1, 2022",3:01:02 PM PDT,,Charge,,Premium Gold Monthly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_monthly_new_trial,,SG,,,SGD,1.86,12.000000,TRY,22.32,,,4992301508099091170,Yes,,,
GPA.3322-2353-0933-46748..10,"Jul 1, 2022",3:01:02 PM PDT,,Google fee,,Premium Gold Monthly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_monthly_new_trial,,SG,,,SGD,-0.28,12.000000,TRY,-3.36,,,4992301508099091170,Yes,15,SUBSCRIPTIONS,
GPA.3331-8237-6418-03286..0,"Jul 1, 2022",3:06:49 PM PDT,,Charge,,Premium Gold Yearly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_yearly_new_trial,,NL,,9101 ET,EUR,10.74,17.464000,TRY,187.56,p1y,freetrial,4992301508099091170,Yes,,,
GPA.3331-8237-6418-03286..0,"Jul 1, 2022",3:06:49 PM PDT,,Google fee,,Premium Gold Yearly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_yearly_new_trial,,NL,,9101 ET,EUR,-1.61,17.464000,TRY,-28.12,p1y,freetrial,4992301508099091170,Yes,15,SUBSCRIPTIONS,
GPA.3399-2835-0193-58675..2,"Jul 1, 2022",3:23:30 PM PDT,,Charge,,Premium Gold Monthly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_monthly_new_trial,,BE,,2960,EUR,2.47,17.464000,TRY,43.14,p1m,freetrial,4992301508099091170,Yes,,,
GPA.3399-2835-0193-58675..2,"Jul 1, 2022",3:23:30 PM PDT,,Google fee,,Premium Gold Monthly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_monthly_new_trial,,BE,,2960,EUR,-0.37,17.464000,TRY,-6.47,p1m,freetrial,4992301508099091170,Yes,15,SUBSCRIPTIONS,
GPA.3358-2094-6233-37286..6,"Jul 1, 2022",4:34:39 PM PDT,,Charge,,Premium Gold Monthly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_monthly_new_trial,,TW,,302,USD,2.99,16.750000,TRY,50.08,,,4992301508099091170,Yes,,,
GPA.3358-2094-6233-37286..6,"Jul 1, 2022",4:34:39 PM PDT,,Google fee,,Premium Gold Monthly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_monthly_new_trial,,TW,,302,USD,-0.45,16.750000,TRY,-7.54,,,4992301508099091170,Yes,15,SUBSCRIPTIONS,
GPA.3397-9196-6752-21083,"Jul 1, 2022",5:52:34 PM PDT,,Charge,,Premium Gold Lifetime (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_lifetime_new,b0q,US,TX,75752,USD,22.99,16.750000,TRY,385.07,,,4992301508099091170,Yes,,,
GPA.3397-9196-6752-21083,"Jul 1, 2022",5:52:34 PM PDT,,Google fee,,Premium Gold Lifetime (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_lifetime_new,b0q,US,TX,75752,USD,-3.45,16.750000,TRY,-57.79,,,4992301508099091170,Yes,15,,
GPA.3309-6351-8177-42473..6,"Jul 1, 2022",6:08:23 PM PDT,,Charge,,Premium Gold Monthly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_monthly_new,,DE,,80807,EUR,2.09,17.465000,TRY,36.50,,,4992301508099091170,Yes,,,
GPA.3309-6351-8177-42473..6,"Jul 1, 2022",6:08:23 PM PDT,,Google fee,,Premium Gold Monthly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_monthly_new,,DE,,80807,EUR,-0.31,17.465000,TRY,-5.41,,,4992301508099091170,Yes,15,SUBSCRIPTIONS,
GPA.3339-2992-9137-56160..7,"Jul 1, 2022",6:26:54 PM PDT,,Charge,,Premium Silver Monthly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_silver_monthly_new,,AU,,4350,AUD,1.81,11.418000,TRY,20.67,,,4992301508099091170,Yes,,,
GPA.3339-2992-9137-56160..7,"Jul 1, 2022",6:26:54 PM PDT,,Google fee,,Premium Silver Monthly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_silver_monthly_new,,AU,,4350,AUD,-0.27,11.418000,TRY,-3.08,,,4992301508099091170,Yes,15,SUBSCRIPTIONS,
GPA.3349-7828-5397-45999,"Jul 1, 2022",6:56:54 PM PDT,,Charge,,Premium Gold Spring Sale (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_spring_lifetime,o1s,KR,,08010,KRW,10909,0.012913,TRY,140.86,,,4992301508099091170,Yes,,,
GPA.3349-7828-5397-45999,"Jul 1, 2022",6:56:54 PM PDT,,Google fee,,Premium Gold Spring Sale (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_spring_lifetime,o1s,KR,,08010,KRW,-1636,0.012913,TRY,-21.12,,,4992301508099091170,Yes,15,,
GPA.3323-2366-9232-72422,"Jul 1, 2022",8:59:23 PM PDT,,Charge,,Premium Gold Lifetime (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_lifetime_new,parker,MX,CDMX,11420,MXN,211.21,0.826610,TRY,174.59,,,4992301508099091170,Yes,,,
GPA.3323-2366-9232-72422,"Jul 1, 2022",8:59:23 PM PDT,,Google fee,,Premium Gold Lifetime (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_lifetime_new,parker,MX,CDMX,11420,MXN,-31.68,0.826610,TRY,-26.19,,,4992301508099091170,Yes,15,,
GPA.3347-0550-2022-88933..6,"Jul 1, 2022",9:40:51 PM PDT,,Charge,,Premium Gold Monthly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_monthly_new,,TH,อุดรธานี,41000,THB,45.79,0.470730,TRY,21.55,,,4992301508099091170,Yes,,,
GPA.3347-0550-2022-88933..6,"Jul 1, 2022",9:40:51 PM PDT,,Google fee,,Premium Gold Monthly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_monthly_new,,TH,อุดรธานี,41000,THB,-6.87,0.470730,TRY,-3.23,,,4992301508099091170,Yes,15,SUBSCRIPTIONS,
GPA.3382-3959-8425-44953..0,"Jul 2, 2022",12:26:05 AM PDT,,Charge,,Premium Gold Monthly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_monthly_new_trial,,TH,บุรีรัมย์,31000,THB,37.38,0.470730,TRY,17.60,p1m,freetrial,4992301508099091170,Yes,,,
GPA.3382-3959-8425-44953..0,"Jul 2, 2022",12:26:05 AM PDT,,Google fee,,Premium Gold Monthly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_monthly_new_trial,,TH,บุรีรัมย์,31000,THB,-5.61,0.470730,TRY,-2.64,p1m,freetrial,4992301508099091170,Yes,15,SUBSCRIPTIONS,
GPA.3392-7054-9149-12748..16,"Jul 2, 2022",12:35:35 AM PDT,,Charge,,Premium Silver Monthly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_silver_monthly,,US,NY,14048,USD,1.99,16.750000,TRY,33.33,,,4992301508099091170,Yes,,,
GPA.3392-7054-9149-12748..16,"Jul 2, 2022",12:35:35 AM PDT,,Google fee,,Premium Silver Monthly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_silver_monthly,,US,NY,14048,USD,-0.30,16.750000,TRY,-5.02,,,4992301508099091170,Yes,15,SUBSCRIPTIONS,
GPA.3310-3224-7637-49081..9,"Jul 2, 2022",12:47:07 AM PDT,,Charge,,Premium Silver Monthly - Spring Sale (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_silver_spring_monthly,,US,OR,97459,USD,0.99,16.750000,TRY,16.58,,,4992301508099091170,Yes,,,
GPA.3310-3224-7637-49081..9,"Jul 2, 2022",12:47:07 AM PDT,,Google fee,,Premium Silver Monthly - Spring Sale (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_silver_spring_monthly,,US,OR,97459,USD,-0.15,16.750000,TRY,-2.51,,,4992301508099091170,Yes,15,SUBSCRIPTIONS,
GPA.3301-2101-8673-85009..16,"Jul 2, 2022",1:14:57 AM PDT,,Charge,,Premium Silver Monthly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_silver_monthly,,CA,BC,V5X 3T8,CAD,2.49,12.986000,TRY,32.33,,,4992301508099091170,Yes,,,
GPA.3301-2101-8673-85009..16,"Jul 2, 2022",1:14:57 AM PDT,,Google fee,,Premium Silver Monthly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_silver_monthly,,CA,BC,V5X 3T8,CAD,-0.37,12.986000,TRY,-4.80,,,4992301508099091170,Yes,15,SUBSCRIPTIONS,
GPA.3336-0615-8914-81902..0,"Jul 2, 2022",2:01:52 AM PDT,,Charge,,Premium Silver Monthly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_silver_monthly_new_trial,,TH,,,THB,57.94,0.470730,TRY,27.27,p1m,freetrial,4992301508099091170,Yes,,,
GPA.3336-0615-8914-81902..0,"Jul 2, 2022",2:01:52 AM PDT,,Google fee,,Premium Silver Monthly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_silver_monthly_new_trial,,TH,,,THB,-8.69,0.470730,TRY,-4.09,p1m,freetrial,4992301508099091170,Yes,15,SUBSCRIPTIONS,
GPA.3395-1338-3004-82032..1,"Jul 2, 2022",2:22:07 AM PDT,,Charge,,Premium Gold Yearly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_yearly_new_trial,,US,MI,49424,USD,12.99,16.750000,TRY,217.58,,,4992301508099091170,Yes,,,
GPA.3395-1338-3004-82032..1,"Jul 2, 2022",2:22:07 AM PDT,,Google fee,,Premium Gold Yearly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_yearly_new_trial,,US,MI,49424,USD,-1.95,16.750000,TRY,-32.66,,,4992301508099091170,Yes,15,SUBSCRIPTIONS,
GPA.3359-8521-9350-48827..4,"Jul 2, 2022",2:51:44 AM PDT,,Charge,,Premium Gold Monthly - Spring Sale (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_spring_monthly,,US,NY,14304,USD,1.99,16.750000,TRY,33.33,,,4992301508099091170,Yes,,,
GPA.3359-8521-9350-48827..4,"Jul 2, 2022",2:51:44 AM PDT,,Google fee,,Premium Gold Monthly - Spring Sale (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_spring_monthly,,US,NY,14304,USD,-0.30,16.750000,TRY,-5.02,,,4992301508099091170,Yes,15,SUBSCRIPTIONS,
GPA.3332-2622-4389-05239..9,"Jul 2, 2022",3:19:34 AM PDT,,Charge,,Premium Gold Monthly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_monthly_new,,PH,,1103,PHP,75.00,0.304090,TRY,22.81,,,4992301508099091170,Yes,,,
GPA.3332-2622-4389-05239..9,"Jul 2, 2022",3:19:34 AM PDT,,Google fee,,Premium Gold Monthly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_monthly_new,,PH,,1103,PHP,-11.25,0.304090,TRY,-3.42,,,4992301508099091170,Yes,15,SUBSCRIPTIONS,
GPA.3398-6572-2783-51206,"Jul 2, 2022",3:50:29 AM PDT,,Charge,,Premium Gold Lifetime (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_lifetime_new,starlte,DK,,9000,DKK,140.00,2.344600,TRY,328.24,,,4992301508099091170,Yes,,,
GPA.3398-6572-2783-51206,"Jul 2, 2022",3:50:29 AM PDT,,Google fee,,Premium Gold Lifetime (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_lifetime_new,starlte,DK,,9000,DKK,-21.00,2.344600,TRY,-49.24,,,4992301508099091170,Yes,15,,
GPA.3337-0925-8507-84706,"Jul 2, 2022",4:29:54 AM PDT,,Charge,,All Clock Faces (The Clock: Alarm Clock & Timer),hdesign.theclock,1,product_all_clock_faces_pack,S5,CH,,8048,CHF,6.00,17.427000,TRY,104.56,,,4992301508099091170,Yes,,,
GPA.3337-0925-8507-84706,"Jul 2, 2022",4:29:54 AM PDT,,Google fee,,All Clock Faces (The Clock: Alarm Clock & Timer),hdesign.theclock,1,product_all_clock_faces_pack,S5,CH,,8048,CHF,-0.90,17.427000,TRY,-15.68,,,4992301508099091170,Yes,15,,
GPA.3302-5059-1611-30986,"Jul 2, 2022",4:33:41 AM PDT,,Charge,,Premium Gold Lifetime (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_lifetime_new,S5,CH,,8048,CHF,21.00,17.427000,TRY,365.98,,,4992301508099091170,Yes,,,
GPA.3302-5059-1611-30986,"Jul 2, 2022",4:33:41 AM PDT,,Google fee,,Premium Gold Lifetime (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_lifetime_new,S5,CH,,8048,CHF,-3.15,17.427000,TRY,-54.90,,,4992301508099091170,Yes,15,,
GPA.3303-2319-7940-65135..6,"Jul 2, 2022",4:35:26 AM PDT,,Charge,,Premium Gold Monthly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_monthly_new,,BE,,3920,EUR,2.47,17.465000,TRY,43.14,,,4992301508099091170,Yes,,,
GPA.3303-2319-7940-65135..6,"Jul 2, 2022",4:35:26 AM PDT,,Google fee,,Premium Gold Monthly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_monthly_new,,BE,,3920,EUR,-0.37,17.465000,TRY,-6.46,,,4992301508099091170,Yes,15,SUBSCRIPTIONS,
GPA.3383-2508-2516-26988..16,"Jul 2, 2022",5:39:31 AM PDT,,Charge,,Premium Silver Monthly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_silver_monthly,,US,TX,77581,USD,1.99,16.750000,TRY,33.33,,,4992301508099091170,Yes,,,
