Description,Transaction Date,Transaction Time,Tax Type,Transaction Type,Refund Type,Product Title,Product id,Product Type,Sku Id,Hardware,Buyer Country,Buyer State,Buyer Postal Code,Buyer Currency,Amount (Buyer Currency),Currency Conversion Rate,Merchant Currency,Amount (Merchant Currency),Base Plan ID,Offer ID,Group ID,First USD 1M Eligible,Service Fee %,Fee Description,Promotion ID
GPA.3353-7509-0212-92579,"Jul 6, 2022",10:55:04 AM PDT,,Google fee,,Premium Gold Lifetime (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_lifetime_new,r0s,NL,,2406 AL,EUR,-2.85,17.530000,TRY,-49.97,,,4992301508099091170,Yes,15,,
GPA.3312-7091-7974-18367,"Jul 6, 2022",11:19:46 AM PDT,,Charge,,Premium Gold Lifetime (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_lifetime_new,HWMAR,CZ,,16000,CZK,231.40,0.706870,TRY,163.57,,,4992301508099091170,Yes,,,
GPA.3312-7091-7974-18367,"Jul 6, 2022",11:19:46 AM PDT,,Google fee,,Premium Gold Lifetime (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_lifetime_new,HWMAR,CZ,,16000,CZK,-34.71,0.706870,TRY,-24.53,,,4992301508099091170,Yes,15,,
GPA.3344-4760-0605-11368,"Jul 6, 2022",11:23:37 AM PDT,,Charge,,Premium Gold Spring Sale (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_spring_lifetime,b0q,US,NY,13733,USD,17.99,17.223000,TRY,309.84,,,4992301508099091170,Yes,,,
GPA.3344-4760-0605-11368,"Jul 6, 2022",11:23:37 AM PDT,,Google fee,,Premium Gold Spring Sale (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_spring_lifetime,b0q,US,NY,13733,USD,-2.70,17.223000,TRY,-46.50,,,4992301508099091170,Yes,15,,
GPA.3399-0160-6682-08659..5,"Jul 6, 2022",11:39:08 AM PDT,,Charge,,Premium Gold Monthly - Spring Sale (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_spring_monthly,,JP,,611-0013,JPY,220,0.126950,TRY,27.93,,,4992301508099091170,Yes,,,
GPA.3399-0160-6682-08659..5,"Jul 6, 2022",11:39:08 AM PDT,,Google fee,,Premium Gold Monthly - Spring Sale (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_spring_monthly,,JP,,611-0013,JPY,-33,0.126950,TRY,-4.19,,,4992301508099091170,Yes,15,SUBSCRIPTIONS,
GPA.3385-9688-8249-98189,"Jul 6, 2022",11:48:56 AM PDT,,Charge,,Premium Gold Spring Sale (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_spring_lifetime,SCV39,JP,,9708033,JPY,1880,0.126950,TRY,238.67,,,4992301508099091170,Yes,,,
GPA.3385-9688-8249-98189,"Jul 6, 2022",11:48:56 AM PDT,,Google fee,,Premium Gold Spring Sale (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_spring_lifetime,SCV39,JP,,9708033,JPY,-282,0.126950,TRY,-35.80,,,4992301508099091170,Yes,15,,
GPA.3306-3804-0213-94791,"Jul 6, 2022",12:16:03 PM PDT,,Charge,,Premium Silver Spring Sale (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_silver_spring_lifetime,redfin,US,MN,55443,USD,9.99,17.242000,TRY,172.25,,,4992301508099091170,Yes,,,
GPA.3306-3804-0213-94791,"Jul 6, 2022",12:16:03 PM PDT,,Google fee,,Premium Silver Spring Sale (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_silver_spring_lifetime,redfin,US,MN,55443,USD,-1.50,17.242000,TRY,-25.86,,,4992301508099091170,Yes,15,,
GPA.3383-4130-9746-83087,"Jul 6, 2022",12:18:08 PM PDT,,Charge,,Premium Gold Spring Sale (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_spring_lifetime,a12u,US,TX,76135,USD,17.99,17.242000,TRY,310.18,,,4992301508099091170,Yes,,,
GPA.3383-4130-9746-83087,"Jul 6, 2022",12:18:08 PM PDT,,Google fee,,Premium Gold Spring Sale (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_spring_lifetime,a12u,US,TX,76135,USD,-2.70,17.242000,TRY,-46.55,,,4992301508099091170,Yes,15,,
GPA.3373-1958-8979-98059,"Jul 6, 2022",12:30:01 PM PDT,,Charge,,Premium Gold Lifetime (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_lifetime_new,y2q,US,IL,60559,USD,22.99,17.242000,TRY,396.39,,,4992301508099091170,Yes,,,
GPA.3373-1958-8979-98059,"Jul 6, 2022",12:30:01 PM PDT,,Google fee,,Premium Gold Lifetime (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_lifetime_new,y2q,US,IL,60559,USD,-3.45,17.242000,TRY,-59.48,,,4992301508099091170,Yes,15,,
GPA.3375-6327-0729-86359,"Jul 6, 2022",12:42:09 PM PDT,,Charge,,Premium Silver Spring Sale (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_silver_spring_lifetime,a03su,US,IN,47024,USD,9.99,17.242000,TRY,172.25,,,4992301508099091170,Yes,,,
GPA.3375-6327-0729-86359,"Jul 6, 2022",12:42:09 PM PDT,,Google fee,,Premium Silver Spring Sale (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_silver_spring_lifetime,a03su,US,IN,47024,USD,-1.50,17.242000,TRY,-25.86,,,4992301508099091170,Yes,15,,
GPA.3348-0086-0251-51099..0,"Jul 6, 2022",12:45:31 PM PDT,,Charge,,Premium Gold Yearly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_yearly_new_trial,,BR,MG,36025270,BRL,29.99,3.168700,TRY,95.03,p1y,freetrial,4992301508099091170,Yes,,,
GPA.3348-0086-0251-51099..0,"Jul 6, 2022",12:45:31 PM PDT,,Google fee,,Premium Gold Yearly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_yearly_new_trial,,BR,MG,36025270,BRL,-4.50,3.168700,TRY,-14.26,p1y,freetrial,4992301508099091170,Yes,15,SUBSCRIPTIONS,
GPA.3348-0086-0251-51099..0,"Jul 6, 2022",12:45:31 PM PDT,Brazil CIDE Withholding Tax,Tax,,Premium Gold Yearly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_yearly_new_trial,,BR,MG,36025270,BRL,-2.55,3.168700,TRY,-8.07,p1y,freetrial,4992301508099091170,Yes,,,
GPA.3348-0086-0251-51099..0,"Jul 6, 2022",12:45:31 PM PDT,Brazil IRRF Withholding Tax,Tax,,Premium Gold Yearly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_yearly_new_trial,,BR,MG,36025270,BRL,-3.82,3.168700,TRY,-12.11,p1y,freetrial,4992301508099091170,Yes,,,
GPA.3391-8850-0257-41710..1,"Jul 6, 2022",12:52:05 PM PDT,,Charge,,Premium Gold Yearly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_yearly_new_trial,,DE,,32105,EUR,10.08,17.541000,TRY,176.81,,,4992301508099091170,Yes,,,
GPA.3391-8850-0257-41710..1,"Jul 6, 2022",12:52:05 PM PDT,,Google fee,,Premium Gold Yearly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_yearly_new_trial,,DE,,32105,EUR,-1.51,17.541000,TRY,-26.48,,,4992301508099091170,Yes,15,SUBSCRIPTIONS,
GPA.3330-6761-9573-53263,"Jul 6, 2022",1:03:32 PM PDT,,Charge,,Premium Silver Spring Sale (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_silver_spring_lifetime,o1q,US,ID,83687,USD,9.99,17.238000,TRY,172.21,,,4992301508099091170,Yes,,,
GPA.3330-6761-9573-53263,"Jul 6, 2022",1:03:32 PM PDT,,Google fee,,Premium Silver Spring Sale (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_silver_spring_lifetime,o1q,US,ID,83687,USD,-1.50,17.238000,TRY,-25.86,,,4992301508099091170,Yes,15,,
GPA.3320-0676-3345-39200,"Jul 6, 2022",1:07:02 PM PDT,,Charge,,Premium Gold Spring Sale (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_spring_lifetime,a02,MX,,23444,MXN,162.93,0.833470,TRY,135.80,,,4992301508099091170,Yes,,,
GPA.3320-0676-3345-39200,"Jul 6, 2022",1:07:02 PM PDT,,Google fee,,Premium Gold Spring Sale (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_spring_lifetime,a02,MX,,23444,MXN,-24.44,0.833470,TRY,-20.37,,,4992301508099091170,Yes,15,,
GPA.3371-7484-0123-53645,"Jul 6, 2022",1:42:15 PM PDT,,Charge,,Premium Gold Spring Sale (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_spring_lifetime,r9q,DE,,07751,EUR,13.44,17.569000,TRY,236.13,,,4992301508099091170,Yes,,,
GPA.3371-7484-0123-53645,"Jul 6, 2022",1:42:15 PM PDT,,Google fee,,Premium Gold Spring Sale (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_spring_lifetime,r9q,DE,,07751,EUR,-2.02,17.569000,TRY,-35.49,,,4992301508099091170,Yes,15,,
GPA.3345-6198-9531-16535..16,"Jul 6, 2022",1:54:45 PM PDT,,Charge,,Premium Silver Monthly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_silver_monthly,,US,CA,92064,USD,1.99,17.238000,TRY,34.30,,,4992301508099091170,Yes,,,
GPA.3345-6198-9531-16535..16,"Jul 6, 2022",1:54:45 PM PDT,,Google fee,,Premium Silver Monthly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_silver_monthly,,US,CA,92064,USD,-0.30,17.238000,TRY,-5.17,,,4992301508099091170,Yes,15,SUBSCRIPTIONS,
GPA.3314-2743-7442-36711,"Jul 6, 2022",2:39:15 PM PDT,,Charge,,Premium Silver Spring Sale (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_silver_spring_lifetime,r0q,KR,,34875,KRW,7273,0.013183,TRY,95.88,,,4992301508099091170,Yes,,,
GPA.3314-2743-7442-36711,"Jul 6, 2022",2:39:15 PM PDT,,Google fee,,Premium Silver Spring Sale (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_silver_spring_lifetime,r0q,KR,,34875,KRW,-1091,0.013183,TRY,-14.38,,,4992301508099091170,Yes,15,,
GPA.3337-4871-2388-69727..0,"Jul 6, 2022",3:14:39 PM PDT,,Charge,,Premium Gold Monthly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_monthly_new_trial,,SE,,29894,SEK,24.80,1.634700,TRY,40.54,p1m,freetrial,4992301508099091170,Yes,,,
GPA.3337-4871-2388-69727..0,"Jul 6, 2022",3:14:39 PM PDT,,Google fee,,Premium Gold Monthly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_monthly_new_trial,,SE,,29894,SEK,-3.72,1.634700,TRY,-6.08,p1m,freetrial,4992301508099091170,Yes,15,SUBSCRIPTIONS,
GPA.3331-2986-5150-95505,"Jul 6, 2022",3:17:45 PM PDT,,Charge,,Premium Silver Spring Sale (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_silver_spring_lifetime,o1s,PL,,30-384,PLN,24.38,3.671900,TRY,89.52,,,4992301508099091170,Yes,,,
GPA.3331-2986-5150-95505,"Jul 6, 2022",3:17:45 PM PDT,,Google fee,,Premium Silver Spring Sale (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_silver_spring_lifetime,o1s,PL,,30-384,PLN,-3.66,3.671900,TRY,-13.44,,,4992301508099091170,Yes,15,,
GPA.3316-7509-1464-22459,"Jul 6, 2022",4:02:48 PM PDT,,Charge,,Premium Silver Spring Sale (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_silver_spring_lifetime,x1q,US,NY,11784,USD,9.99,17.226000,TRY,172.09,,,4992301508099091170,Yes,,,
GPA.3316-7509-1464-22459,"Jul 6, 2022",4:02:48 PM PDT,,Google fee,,Premium Silver Spring Sale (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_silver_spring_lifetime,x1q,US,NY,11784,USD,-1.50,17.226000,TRY,-25.84,,,4992301508099091170,Yes,15,,
GPA.3356-6228-6581-54580..1,"Jul 6, 2022",6:31:10 PM PDT,,Charge,,Premium Gold Monthly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_monthly_new_trial,,MX,CHIH.,32000,MXN,25.00,0.834090,TRY,20.85,p1m,freetrial,4992301508099091170,Yes,,,
GPA.3356-6228-6581-54580..1,"Jul 6, 2022",6:31:10 PM PDT,,Google fee,,Premium Gold Monthly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_monthly_new_trial,,MX,CHIH.,32000,MXN,-3.75,0.834090,TRY,-3.13,p1m,freetrial,4992301508099091170,Yes,15,SUBSCRIPTIONS,
GPA.3302-0044-4722-37528,"Jul 6, 2022",7:28:00 PM PDT,,Charge,,Premium Gold Spring Sale (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_spring_lifetime,kiev,US,IA,50310,USD,17.99,17.221000,TRY,309.81,,,4992301508099091170,Yes,,,
GPA.3302-0044-4722-37528,"Jul 6, 2022",7:28:00 PM PDT,,Google fee,,Premium Gold Spring Sale (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_spring_lifetime,kiev,US,IA,50310,USD,-2.70,17.221000,TRY,-46.50,,,4992301508099091170,Yes,15,,
GPA.3384-1535-4965-19870..0,"Jul 6, 2022",7:49:35 PM PDT,,Charge,,Premium Gold Yearly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_yearly_new_trial,,JP,北海道,0560017,JPY,1390,0.126610,TRY,175.99,p1y,freetrial,4992301508099091170,Yes,,,
GPA.3384-1535-4965-19870..0,"Jul 6, 2022",7:49:35 PM PDT,,Google fee,,Premium Gold Yearly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_yearly_new_trial,,JP,北海道,0560017,JPY,-208,0.126610,TRY,-26.34,p1y,freetrial,4992301508099091170,Yes,15,SUBSCRIPTIONS,
GPA.3336-0829-0181-99499..7,"Jul 6, 2022",8:36:26 PM PDT,,Charge,,Premium Gold Monthly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_monthly_new_trial,,TW,,514,TWD,83,0.577560,TRY,47.94,,,4992301508099091170,Yes,,,
GPA.3336-0829-0181-99499..7,"Jul 6, 2022",8:36:26 PM PDT,,Google fee,,Premium Gold Monthly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_monthly_new_trial,,TW,,514,TWD,-12,0.577560,TRY,-6.93,,,4992301508099091170,Yes,15,SUBSCRIPTIONS,
GPA.3365-6250-8582-25256..0,"Jul 6, 2022",9:05:09 PM PDT,,Charge,,Premium Gold Monthly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_monthly_new_trial,,JP,,3270512,JPY,320,0.126810,TRY,40.58,p1m,freetrial,4992301508099091170,Yes,,,
GPA.3365-6250-8582-25256..0,"Jul 6, 2022",9:05:09 PM PDT,,Google fee,,Premium Gold Monthly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_monthly_new_trial,,JP,,3270512,JPY,-48,0.126810,TRY,-6.09,p1m,freetrial,4992301508099091170,Yes,15,SUBSCRIPTIONS,
GPA.3351-1792-9953-56788..2,"Jul 6, 2022",10:16:56 PM PDT,,Charge,,Premium Gold Monthly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_monthly_new_trial,,IT,LO,26900,EUR,2.45,17.570000,TRY,43.05,p1m,freetrial,4992301508099091170,Yes,,,
GPA.3351-1792-9953-56788..2,"Jul 6, 2022",10:16:56 PM PDT,,Google fee,,Premium Gold Monthly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_monthly_new_trial,,IT,LO,26900,EUR,-0.37,17.570000,TRY,-6.51,p1m,freetrial,4992301508099091170,Yes,15,SUBSCRIPTIONS,
GPA.3357-2592-2406-13062..0,"Jul 6, 2022",10:56:31 PM PDT,,Charge,,Premium Gold Monthly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_monthly_new_trial,,MX,,37900,MXN,25.00,0.834780,TRY,20.87,p1m,freetrial,4992301508099091170,Yes,,,
GPA.3357-2592-2406-13062..0,"Jul 6, 2022",10:56:31 PM PDT,,Google fee,,Premium Gold Monthly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_monthly_new_trial,,MX,,37900,MXN,-3.75,0.834780,TRY,-3.13,p1m,freetrial,4992301508099091170,Yes,15,SUBSCRIPTIONS,
GPA.3379-1620-8390-97463,"Jul 6, 2022",11:43:04 PM PDT,,Charge,,Premium Gold Lifetime (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_lifetime_new,r0q,KR,,34875,KRW,12727,0.013247,TRY,168.59,,,4992301508099091170,Yes,,,
GPA.3379-1620-8390-97463,"Jul 6, 2022",11:43:04 PM PDT,,Google fee,,Premium Gold Lifetime (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_lifetime_new,r0q,KR,,34875,KRW,-1909,0.013247,TRY,-25.29,,,4992301508099091170,Yes,15,,
GPA.3370-9501-7699-58443,"Jul 7, 2022",1:09:32 AM PDT,,Charge,,Premium Gold Lifetime (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_lifetime_new,starlte,FR,,93390,EUR,19.16,17.609000,TRY,337.39,,,4992301508099091170,Yes,,,
GPA.3370-9501-7699-58443,"Jul 7, 2022",1:09:32 AM PDT,,Google fee,,Premium Gold Lifetime (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_lifetime_new,starlte,FR,,93390,EUR,-2.87,17.609000,TRY,-50.53,,,4992301508099091170,Yes,15,,
GPA.3302-7445-6531-85041..9,"Jul 7, 2022",2:05:19 AM PDT,,Charge,,Premium Silver Monthly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_silver_monthly_new_trial,,CH,,8207,CHF,1.80,17.807000,TRY,32.05,,,4992301508099091170,Yes,,,
GPA.3302-7445-6531-85041..9,"Jul 7, 2022",2:05:19 AM PDT,,Google fee,,Premium Silver Monthly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_silver_monthly_new_trial,,CH,,8207,CHF,-0.27,17.807000,TRY,-4.81,,,4992301508099091170,Yes,15,SUBSCRIPTIONS,
GPA.3301-9954-9151-15043,"Jul 7, 2022",4:01:47 AM PDT,,Charge,,Premium Silver Spring Sale (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_silver_spring_lifetime,a52sxq,DE,,73265,EUR,8.39,17.638000,TRY,147.98,,,4992301508099091170,Yes,,,
GPA.3301-9954-9151-15043,"Jul 7, 2022",4:01:47 AM PDT,,Google fee,,Premium Silver Spring Sale (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_silver_spring_lifetime,a52sxq,DE,,73265,EUR,-1.26,17.638000,TRY,-22.22,,,4992301508099091170,Yes,15,,
GPA.3315-1178-5446-89549..0,"Jul 7, 2022",5:14:51 AM PDT,,Charge,,Premium Gold Monthly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_monthly_new_trial,,US,TX,77651,USD,2.99,17.294000,TRY,51.71,p1m,freetrial,4992301508099091170,Yes,,,
GPA.3315-1178-5446-89549..0,"Jul 7, 2022",5:14:51 AM PDT,,Google fee,,Premium Gold Monthly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_monthly_new_trial,,US,TX,77651,USD,-0.45,17.294000,TRY,-7.78,p1m,freetrial,4992301508099091170,Yes,15,SUBSCRIPTIONS,
GPA.3303-3037-0570-58149,"Jul 7, 2022",6:13:43 AM PDT,,Charge,,Premium Gold Lifetime (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_lifetime_new,r8q,US,CA,92056,USD,22.99,17.271000,TRY,397.07,,,4992301508099091170,Yes,,,
GPA.3303-3037-0570-58149,"Jul 7, 2022",6:13:43 AM PDT,,Google fee,,Premium Gold Lifetime (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_lifetime_new,r8q,US,CA,92056,USD,-3.45,17.271000,TRY,-59.59,,,4992301508099091170,Yes,15,,
GPA.3397-9391-7210-07468,"Jul 7, 2022",7:03:11 AM PDT,,Charge,,Premium Gold Lifetime (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_lifetime_new,FP3,DE,,47137,EUR,18.48,17.574000,TRY,324.77,,,4992301508099091170,Yes,,,
GPA.3397-9391-7210-07468,"Jul 7, 2022",7:03:11 AM PDT,,Google fee,,Premium Gold Lifetime (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_lifetime_new,FP3,DE,,47137,EUR,-2.77,17.574000,TRY,-48.68,,,4992301508099091170,Yes,15,,
GPA.3375-8722-7675-85664,"Jul 7, 2022",7:06:51 AM PDT,,Charge,,All App Themes Pack (The Clock: Alarm Clock & Timer),hdesign.theclock,1,product_all_themes_pack,c2q,US,TN,37932,USD,9.99,17.246000,TRY,172.29,,,4992301508099091170,Yes,,,
GPA.3375-8722-7675-85664,"Jul 7, 2022",7:06:51 AM PDT,,Google fee,,All App Themes Pack (The Clock: Alarm Clock & Timer),hdesign.theclock,1,product_all_themes_pack,c2q,US,TN,37932,USD,-1.50,17.246000,TRY,-25.87,,,4992301508099091170,Yes,15,,
GPA.3360-6513-3330-17916,"Jul 7, 2022",7:07:23 AM PDT,,Charge,,Premium Gold Lifetime (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_lifetime_new,c2q,US,TN,37932,USD,22.99,17.246000,TRY,396.49,,,4992301508099091170,Yes,,,
GPA.3360-6513-3330-17916,"Jul 7, 2022",7:07:23 AM PDT,,Google fee,,Premium Gold Lifetime (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_lifetime_new,c2q,US,TN,37932,USD,-3.45,17.246000,TRY,-59.50,,,4992301508099091170,Yes,15,,
GPA.3326-7879-3685-82676..12,"Jul 7, 2022",10:02:10 AM PDT,,Charge,,Premium Gold Monthly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_monthly_new_trial,,CL,,,CLP,1050,0.018129,TRY,19.04,,,4992301508099091170,Yes,,,
GPA.3326-7879-3685-82676..12,"Jul 7, 2022",10:02:10 AM PDT,,Google fee,,Premium Gold Monthly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_monthly_new_trial,,CL,,,CLP,-158,0.018129,TRY,-2.86,,,4992301508099091170,Yes,15,SUBSCRIPTIONS,
GPA.3333-7531-0680-63928..1,"Jul 7, 2022",10:09:58 AM PDT,,Charge,,Premium Gold Monthly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_monthly_new_trial,,NO,,6882,NOK,24.80,1.714600,TRY,42.52,p1m,freetrial,4992301508099091170,Yes,,,
GPA.3333-7531-0680-63928..1,"Jul 7, 2022",10:09:58 AM PDT,,Google fee,,Premium Gold Monthly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_monthly_new_trial,,NO,,6882,NOK,-3.72,1.714600,TRY,-6.38,p1m,freetrial,4992301508099091170,Yes,15,SUBSCRIPTIONS,
GPA.3359-8256-5851-92396..11,"Jul 7, 2022",10:16:48 AM PDT,,Charge,,Premium Gold Monthly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_monthly_new_trial,,JP,,2350043,JPY,320,0.127210,TRY,40.71,,,4992301508099091170,Yes,,,
GPA.3359-8256-5851-92396..11,"Jul 7, 2022",10:16:48 AM PDT,,Google fee,,Premium Gold Monthly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_monthly_new_trial,,JP,,2350043,JPY,-48,0.127210,TRY,-6.11,,,4992301508099091170,Yes,15,SUBSCRIPTIONS,
GPA.3327-9125-8480-70246..1,"Jul 7, 2022",10:57:13 AM PDT,,Charge,,Premium Gold Monthly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_monthly_new_trial,,IT,BG,24062,EUR,2.45,17.574000,TRY,43.06,p1m,freetrial,4992301508099091170,Yes,,,
GPA.3327-9125-8480-70246..1,"Jul 7, 2022",10:57:13 AM PDT,,Google fee,,Premium Gold Monthly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_monthly_new_trial,,IT,BG,24062,EUR,-0.37,17.574000,TRY,-6.51,p1m,freetrial,4992301508099091170,Yes,15,SUBSCRIPTIONS,
GPA.3338-7744-7337-36155..2,"Jul 7, 2022",11:47:17 AM PDT,,Charge,,Premium Gold Monthly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_monthly_new_trial,,TH,,,THB,85.98,0.479520,TRY,41.23,p1m,freetrial,4992301508099091170,Yes,,,
GPA.3338-7744-7337-36155..2,"Jul 7, 2022",11:47:17 AM PDT,,Google fee,,Premium Gold Monthly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_monthly_new_trial,,TH,,,THB,-12.90,0.479520,TRY,-6.19,p1m,freetrial,4992301508099091170,Yes,15,SUBSCRIPTIONS,
GPA.3390-9664-2381-12209..1,"Jul 7, 2022",12:09:49 PM PDT,,Charge,,Premium Gold Monthly - Spring Sale (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_spring_monthly_trial,,ID,DKI JAKARTA,11530,IDR,29000,0.001153,TRY,33.44,p1m,freetrial,4992301508099091170,Yes,,,
GPA.3390-9664-2381-12209..1,"Jul 7, 2022",12:09:49 PM PDT,,Google fee,,Premium Gold Monthly - Spring Sale (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_spring_monthly_trial,,ID,DKI JAKARTA,11530,IDR,-4350,0.001153,TRY,-5.02,p1m,freetrial,4992301508099091170,Yes,15,SUBSCRIPTIONS,
GPA.3347-2586-3476-37077..0,"Jul 7, 2022",12:49:38 PM PDT,,Charge,,Premium Gold Monthly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_monthly_new_trial,,US,WI,53202,USD,2.99,17.298000,TRY,51.72,p1m,freetrial,4992301508099091170,Yes,,,
GPA.3347-2586-3476-37077..0,"Jul 7, 2022",12:49:38 PM PDT,,Google fee,,Premium Gold Monthly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_monthly_new_trial,,US,WI,53202,USD,-0.45,17.298000,TRY,-7.78,p1m,freetrial,4992301508099091170,Yes,15,SUBSCRIPTIONS,
GPA.3327-0464-7995-81479..10,"Jul 7, 2022",1:19:12 PM PDT,,Charge,,Premium Gold Monthly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_monthly_new_trial,,US,CO,80302,USD,2.99,17.271000,TRY,51.64,,,4992301508099091170,Yes,,,
GPA.3327-0464-7995-81479..10,"Jul 7, 2022",1:19:12 PM PDT,,Google fee,,Premium Gold Monthly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_monthly_new_trial,,US,CO,80302,USD,-0.45,17.271000,TRY,-7.77,,,4992301508099091170,Yes,15,SUBSCRIPTIONS,
GPA.3320-1851-6860-19120..1,"Jul 7, 2022",1:38:21 PM PDT,,Charge,,Premium Gold Yearly (The Clock: Alarm Clock & Timer),hdesign.theclock,1,premium_gold_yearly_new_trial,,CZ,,26101,CZK,115.69,0.708230,TRY,81.94,,,4992301508099091170,Yes,,,
